source_site,course_name,course_type,price_raw,price_currency,instructor,duration,syllabus_content,certification_type,brochure_url,url,price_original,start_date,modality,certification,methodology,content
NewHorizons,Business Process Management (BPM),N/A,N/A,N/A,N/A,48 Horas académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/gestion-y-procesos-de-ti/business-process-management-bpm,N/A,N/A,N/A,1 Certificado de participación con validez internacional,Enfoque práctico y estratégico que integra teoría y práctica para desarrollar competencias en arquitectura de procesos y transformación digital.,"Módulos sobre estrategia y arquitectura de procesos, modelamiento y simulación de procesos, mejora y control de procesos, gobierno y transformación digital, y un taller de modelamiento y simulación."
NewHorizons,AZ 900 CON IA Microsoft Azure,N/A,N/A,N/A,N/A,21 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/cloud/az-900-con-ia-microsoft-azure,N/A,21 Enero,N/A,2 certificados: Certificado de participación con validez internacional a nombre de New Horizons Corporation y Certificado de participación con validez internacional a nombre de Microsoft,Clases en tiempo real con acceso a laboratorios Microsoft durante 6 meses y manual digital oficial Microsoft.,"El curso cubre conceptos fundamentales de inteligencia artificial, servicios de visión por computadora, procesamiento de lenguaje natural, inteligencia documental, minería de conocimientos y generativa AI."
NewHorizons,COBIT 2019,N/A,N/A,N/A,N/A,21 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/gestion-y-procesos-de-ti/cobit-2019,N/A,N/A,N/A,"Certificado de participación con validez internacional, a nombre de New Horizons Corporation",Curso orientado a la certificación internacional con acceso a clases grabadas y en tiempo real.,"Módulos incluyen: Introducción al marco de referencia de COBIT®, Principios, Componentes del Sistema de Gobierno, Objetivos de Gobierno y Gestión, Gestión de Desempeño en COBIT®, Diseñando un Sistema de Gobierno personalizado, El caso de negocio de COBIT®, Implementando el Gobierno Empresarial sobre TI, Conclusiones y Preguntas, Simulacro."
NewHorizons,Ciencia de datos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/ciencia-de-datos,N/A,N/A,N/A,N/A,N/A,N/A
NewHorizons,Curso de MS Project,N/A,N/A,N/A,N/A,32 horas académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/microsoft-office/curso-de-ms-project,N/A,N/A,N/A,"Certificado de participación con validez internacional, a nombre de New Horizons Corporation","Clases en tiempo real, con un enfoque práctico en la gestión de proyectos utilizando Microsoft Project 2024.","El curso cubre fundamentos de Microsoft Project, creación de estructuras de proyecto, gestión de recursos y costos, análisis de la ruta crítica, control y seguimiento avanzado, nivelación de recursos, y gestión de múltiples proyectos."
NewHorizons,Curso TIC para Ambientes Pedagógicos Innovadores,N/A,N/A,N/A,"Maestría en Computación e Informática y en Docencia Universitaria, con experiencia en virtualización y procesos formativos en el Ministerio de Educación del Perú.",32 horas académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/educacion/curso-tic-para-ambientes-pedagogicos-innovadores,N/A,N/A,N/A,1 certificado de aprobación,"En línea con instructor en vivo, incluye acceso a clases grabadas y refuerzo de contenidos.","Módulos sobre TIC en educación, herramientas de productividad, recursos educativos digitales, colaboración con TIC, evaluación digital inclusiva, e innovación y ética digital."
NewHorizons,Power Apps y Power Automate,N/A,N/A,N/A,N/A,36 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/gestion-y-procesos-de-ti/power-apps-y-power-automate,N/A,N/A,N/A,"1 Certificado de participación con validez internacional, emitido a nombre de New Horizons Corporation.","Clases en tiempo real, acceso a material de estudios descargable, laboratorios en la nube, y acceso al curso por un año.","El curso cubre la creación de aplicaciones empresariales sin código con Power Apps y la automatización de flujos de trabajo con Power Automate, incluyendo la integración con Microsoft 365 y servicios externos."
NewHorizons,Curso de MS Power BI con AI,N/A,N/A,N/A,N/A,48 horas Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/microsoft-office/curso-de-ms-power-bi-con-ai,N/A,N/A,N/A,1 Certificado de participación con validez internacional,"Clases en tiempo real, acceso a grabaciones por 90 días, discusión en tiempo real con compañeros e instructor.","El curso cubre tres niveles: Básico (Fundamentos, conexión de datos, creación de reportes), Intermedio (Modelado de datos, DAX, automatización), Avanzado (IA en Power BI, modelos predictivos, análisis de tendencias)."
NewHorizons,PECB - ISO 27001 Information Security Management Systems,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/ciberseguridad/pecb-iso-27001-information-security-management-systems,N/A,N/A,N/A,N/A,N/A,N/A
NewHorizons,"ITIL® 4 Specialist: Create, Delivery and Support",N/A,N/A,N/A,N/A,32 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/gestion-y-procesos-de-ti/itil-4-specialist-create-delivery-and-support,N/A,N/A,N/A,"2 - Carta de participación a nombre de New Horizons, Certificación Internacional a nombre de Axelos - People Cert",Clases en tiempo real con acceso a simulador de ITIL por 4 meses y material oficial.,"Módulos sobre planificación y construcción de flujos de valor de servicio, prácticas relevantes de ITIL, gestión de recursos, y soporte a usuarios."
NewHorizons,Programación con python para el tratamiento de datos,N/A,N/A,N/A,N/A,53 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/desarrollo-de-software/programacion-con-python-para-el-tratamiento-de-datos,N/A,N/A,N/A,1 Certificado de participación con validez internacional,"Clases en tiempo real, acceso a clases grabadas, discusiones en tiempo real con compañeros e instructor.","Módulos incluyen introducción a Python, clases, tipos de objetos, uso de Numpy y Pandas, preprocesamiento de datos, regresión lineal y logística, clustering, y algoritmos de clasificación y asociación."
NewHorizons,Certified Ethical Hacker V13 (CEH) EC-Council,N/A,N/A,N/A,N/A,53 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/ciberseguridad/certified-ethical-hacker-v13-ceh-ec-council,N/A,N/A,N/A,"2 certificates: Certificado de participación con validez internacional, Certificación Internacional CEH v13","Combination of theoretical training and practical labs with real-world scenarios, enhanced by artificial intelligence.","20 modules covering over 550 attack techniques, including advanced attack techniques, threat detection, and practical labs."
NewHorizons,Certified Information Systems Auditor (CISA),N/A,N/A,N/A,N/A,27 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/ciberseguridad/certified-information-systems-auditor-cisa,N/A,N/A,N/A,"Certificado de participación con validez internacional, a nombre de New Horizons Corporation","Clases en tiempo real, acceso a clases grabadas por 90 días, discusiones en tiempo real con un máximo de 20 alumnos.","Módulos incluyen: Proceso de auditoría de sistemas, Gobierno y gestión de TI, Protección de los activos de información, y más, abarcando temas como análisis de riesgos, controles internos, y auditoría de infraestructura."
NewHorizons,"ITIL® 4 Specialist: Monitor, Support and Fulfil",N/A,N/A,N/A,Instructores acreditados y certificados con reconocimiento internacional.,24 horas académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/gestion-y-procesos-de-ti/curso-itil-4-specialist-monitor-support-and-fulfil,N/A,N/A,N/A,"1 certificado (ITIL® 4 Specialist: Monitor, Support and Fulfil)","Curso en línea con instructor en vivo, incluye materiales oficiales y acceso a la plataforma durante 90 días.","El curso cubre 5 prácticas de gestión de ITIL 4: Gestión de Incidentes, Mesa de Servicio, Gestión de Solicitudes de Servicio, Monitoreo y Gestión de Eventos, y Gestión de Problemas."
NewHorizons,PECB- ISO 31000 Risk Management,N/A,N/A,N/A,N/A,3 días,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/gestion-y-procesos-de-ti/pecb-iso-31000-risk-management,N/A,N/A,N/A,"2 certificados: Gerente de Riesgos Certificado en ISO 31000 por PECB, Certificado en ISO 31000 por PECB","Fusión de teoría y práctica a través de pruebas, ejercicios, estudios de casos y similares.","Introducción a ISO 31000, principios y proceso de gestión del riesgo, establecimiento del marco, evaluación y tratamiento de riesgos, comunicación y consulta, examen de certificación."
NewHorizons,Gestión de Proyectos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/gestion-de-proyectos,N/A,N/A,N/A,N/A,N/A,N/A
NewHorizons,Scrum Product Owner Certified,N/A,N/A,N/A,N/A,21 Horas Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/agiles/scrum-product-owner-certified,N/A,N/A,N/A,2 certificados: Certificado de participación a nombre de New Horizons Corporation y Certificado de participación a nombre de SCRUMstudy (previa aprobación del examen),"Clases en vivo y materiales oficiales de SCRUMstudy, con un enfoque estructurado en los principios, roles y procesos de Scrum.","Módulos incluyen: Descripción ágil y de Scrum, Papeles de Scrum, Planificación en Scrum, Implementación de Scrum, y gestión adaptativa de proyectos."
NewHorizons,Especialización de SQL Server 2022,Especialización,N/A,N/A,N/A,72 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/inteligencia-de-negocios/especializacion-de-sql-server-2022,N/A,N/A,N/A,1 Certificado de participación con validez internacional,"Clases en tiempo real, acceso a clases grabadas por 90 días, discusiones en tiempo real con compañeros e instructor.","El curso cubre la instalación, administración, seguridad, y optimización de SQL Server 2022, incluyendo temas como transacciones, auditorías, gestión de índices, y la integración con Microsoft Azure."
NewHorizons,Curso de MS PL-300 (Power BI Data Analyst Associate),N/A,N/A,N/A,N/A,32 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/microsoft-office/curso-de-ms-pl-300-power-bi-data-analyst-associate,N/A,N/A,N/A,"2 certificados: Certificado de participación con validez internacional a nombre de New Horizons Corporation, Certificado de participación con validez internacional a nombre de Microsoft",Curso orientado al examen con laboratorios y material oficial de Microsoft.,"Módulos incluyen: Introducción a Microsoft Power BI, análisis de datos, creación de informes y paneles, optimización de modelos, DAX, y seguridad en Power BI."
NewHorizons,"Taller CCNA v7: Switching, Routing and Wireless",N/A,N/A,N/A,N/A,53 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/servidores-y-redes/taller-ccna-v7-switching-routing-and-wireless,N/A,N/A,N/A,1 Certificado de participación con validez internacional,Clases en tiempo real con acceso a laboratorios y manual digital de estudios.,"Módulos sobre enrutamiento, configuración de redes, protocolos de enrutamiento, seguridad en redes, y tecnologías inalámbricas."
NewHorizons,Gestión y Procesos de TI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/gestion-y-procesos-de-ti,N/A,N/A,N/A,N/A,N/A,N/A
NewHorizons,Certified Information Systems Security Professional (CISSP),N/A,N/A,N/A,N/A,40 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/ciberseguridad/certified-information-systems-security-professional-cissp,N/A,N/A,N/A,1 Certificado de participación con validez internacional,Clases en tiempo real con acceso a material de estudios digital y grabaciones por 90 días.,"El curso cubre temas de ciberseguridad, incluyendo gestión de riesgos, protección de activos, ingeniería de seguridad, seguridad en redes, gestión de identidad y acceso, evaluación de seguridad, operaciones de seguridad y desarrollo seguro de software."
NewHorizons,AZ-900: Microsoft Azure Fundamentals,N/A,N/A,N/A,N/A,21 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/cloud/az-900-microsoft-azure-fundamentals,N/A,N/A,N/A,2 certificados: Certificado de participación con validez internacional a nombre de New Horizons Corporation y Certificado de participación con validez internacional a nombre de Microsoft,"Clases en tiempo real, acceso a laboratorios Microsoft durante 6 meses, manual digital oficial Microsoft, acceso al curso por un año.","El curso cubre conceptos básicos de Azure, servicios centrales de Azure, seguridad y cumplimiento, administración de costos, y herramientas para crear soluciones en la nube."
NewHorizons,Curso Digital Forensics Essentials - ECCOUNCIL,N/A,N/A,N/A,"Mario Farias-Elinos, con más de 15 años en seguridad informática, instructor oficial de EC-Council y CISO de RedCUDI, con experiencia en pentesting y ciberseguridad.",32 horas académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/ciberseguridad/curso-digital-forensics-essentials-eccouncil,N/A,N/A,N/A,1 certificado - Digital Forensics Essentials (DFE),"Programa práctico e inmersivo diseñado para adquirir habilidades técnicas en ciberseguridad, accesible y asequible para principiantes y profesionales en transición.","Módulos incluyen fundamentos de informática forense, proceso de investigación, comprensión de discos duros, adquisición de datos, técnicas anti-forenses, y análisis forense en Windows."
NewHorizons,AZ-204T00-A: Developing Solutions for Microsoft Azure,N/A,N/A,N/A,N/A,53 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/cloud/az-204t00-a-developing-solutions-for-microsoft-azure,N/A,N/A,N/A,"2 certificados: Certificado de participación con validez internacional a nombre de New Horizons Corporation, Certificado de participación con validez internacional a nombre de Microsoft","Clases en tiempo real, acceso a laboratorios Microsoft durante 6 meses, manual digital oficial Microsoft, acceso al curso por un año.","El curso cubre la creación de aplicaciones web, implementación de funciones de Azure, desarrollo de soluciones que utilizan Azure Blob Storage y Cosmos DB, autenticación y autorización de usuarios, implementación de soluciones seguras en la nube, y desarrollo de aplicaciones lógicas del servicio."
NewHorizons,CompTIA Security+,N/A,N/A,N/A,Acceso a los mejores instructores certificados y valorados del mercado.,53 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/ciberseguridad/comptia-security,N/A,N/A,N/A,"Certificado de participación con validez internacional, a nombre de New Horizons Corporation",Clases en tiempo real con acceso a grabaciones por 90 días y un año de acceso al curso.,"El curso cubre temas como la evaluación de la postura de seguridad, gestión de identidad y acceso, protección de la arquitectura de red, gestión de riesgos, y respuesta a incidentes de seguridad."
NewHorizons,Curso Internacional Hacking Ético y Evaluación de Vulnerabilidades,N/A,N/A,N/A,"Magíster en Ciberseguridad y Gestión de la Información, con experiencia como Analista de Seguridad y Consultor de Seguridad de Aplicaciones.",18 horas cronológicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/ciberseguridad/curso-internacional-hacking-etico-y-evaluacion-de-vulnerabilidades,N/A,N/A,N/A,1 Certificado de participación a nombre de New Horizons,"Aprendizaje 100 % práctico en entornos simulados, con laboratorios reales que preparan para situaciones de ciberataque.","Módulos incluyen fundamentos de seguridad, ataques a aplicaciones web, redes inalámbricas, IoT, técnicas de cracking de contraseñas, ingeniería social, y pentesting."
NewHorizons,PECB - ISO 27032 Lead Cybersecurity Manager,N/A,N/A,N/A,N/A,5 dias,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/ciberseguridad/pecb-iso-27032-lead-cybersecurity-manager,N/A,N/A,N/A,1 certificado de finalización del curso y 31 créditos DPC,"El curso combina teoría y práctica, con acceso a materiales extensos y la posibilidad de realizar el examen de certificación.","El curso cubre conceptos fundamentales de ciberseguridad, gestión de riesgos, controles de ciberseguridad, gestión de incidentes, y mejora continua del programa de ciberseguridad."
NewHorizons,The Open Group Architecture Framework(TOGAF),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/arquitectura-en-ti/the-open-group-architecture-framework-togaf,N/A,N/A,N/A,N/A,N/A,N/A
NewHorizons,Desarrollo de Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/desarrollo-de-software,N/A,N/A,N/A,N/A,N/A,N/A
NewHorizons,"IA, Agilidad e innovacion",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.newhorizons.edu.pe/course-outline/course/designthinking,N/A,N/A,N/A,N/A,N/A,N/A
NewHorizons,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/educacion,N/A,N/A,N/A,N/A,N/A,N/A
NewHorizons,Scrum Master Certified,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/agiles/scrum-master-certified,N/A,N/A,N/A,N/A,N/A,N/A
NewHorizons,Design Thinking,N/A,N/A,N/A,Trainer Certificado,16 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/agiles/design-thinking,N/A,N/A,N/A,"Certificado de participación con validez internacional, Certificado internacional de CERTIPROF*","Enfoque estratégico que fomenta la colaboración, creatividad y experimentación en un entorno libre de juicios.","Módulos sobre introducción a la innovación, fases del Design Thinking, empatía, ideación, prototipado, evaluación, y proceso de certificación."
NewHorizons,DevOps Fundamentals,N/A,N/A,N/A,N/A,24 Académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/agiles/devops-fundamentals,N/A,N/A,N/A,"Certificado de participación con validez internacional, a nombre de New Horizons Corporation","Clases en tiempo real, acceso a material complementario y guía oficial DevOps Fundamentals digital en español.","Módulos incluyen: Introducción a DASA, DevOps Fundamentals, Cultura, Automatización, Procesos, Medición, Compartición, Guía DASA, DevSecOps y estrategia de despliegue."
NewHorizons,Curso Automatización Robótica de Procesos (RPA) con Power Automate,N/A,N/A,N/A,Trainers certificados con experiencia en la materia.,32 horas académicas,N/A,N/A,Downloaded via Form,https://www.newhorizons.edu.pe/cursos-y-certificaciones-internacionales/gestion-y-procesos-de-ti/curso-automatizacion-robotica-de-procesos-rpa-con-power-automate,N/A,N/A,N/A,1 Certificado de participación con validez internacional,"Clases en tiempo real, acceso a clases grabadas por 90 días, y un proyecto final basado en un caso real.","Módulos sobre fundamentos de RPA, diseño de flujos en Power Automate, automatización de correos y archivos, introducción a Power Automate Desktop, buenas prácticas y un proyecto final de automatización."
